mesh,genus,resolution,method,metric,error
1452678_sf,0.0,100,ndc,sdf,0.001294009537323346
1452678_sf,0.0,100,rfts,chf,0.10754130774915326
1452678_sf,0.0,100,rfts,hd,0.385826222301434
1452678_sf,0.0,100,rfts,sdf,5.771279681995353
1452678_sf,0.0,100,rfta,chf,0.004460518796614343
1452678_sf,0.0,100,rfta,hd,0.04593025031618746
1452678_sf,0.0,100,rfta,sdf,0.00189643657754124
145499_sf,4.0,6,mc,chf,0.1441555774165992
145499_sf,4.0,6,mc,hd,0.16496320612538695
145499_sf,4.0,6,mc,sdf,5.654918814944099
145499_sf,4.0,6,ndc,chf,0.08370047672963477
145499_sf,4.0,6,ndc,hd,0.1348604670096315
145499_sf,4.0,6,ndc,sdf,1.6424826176414202
145499_sf,4.0,6,rfts,chf,0.025520497297199046
145499_sf,4.0,6,rfts,hd,0.06777367388438824
145499_sf,4.0,6,rfts,sdf,0.002035609898730359
145499_sf,4.0,6,rfta,chf,0.03199602846124132
145499_sf,4.0,6,rfta,hd,0.08310083341902032
145499_sf,4.0,6,rfta,sdf,0.010124959506405998
145499_sf,4.0,10,mc,chf,0.05132239478038368
145499_sf,4.0,10,mc,hd,0.10345986050692298
145499_sf,4.0,10,mc,sdf,1.5053284753826375
145499_sf,4.0,10,ndc,chf,0.02567162549424358
145499_sf,4.0,10,ndc,hd,0.0718909408327029
145499_sf,4.0,10,ndc,sdf,0.27290782148686477
145499_sf,4.0,10,rfts,chf,0.026506598793823936
145499_sf,4.0,10,rfts,hd,0.08216172310245938
145499_sf,4.0,10,rfts,sdf,0.010604263863006684
145499_sf,4.0,10,rfta,chf,0.024373583156403075
145499_sf,4.0,10,rfta,hd,0.07043679630281419
145499_sf,4.0,10,rfta,sdf,0.0022042321943474244
145499_sf,4.0,20,mc,chf,0.022208739201732358
145499_sf,4.0,20,mc,hd,0.10361680567647827
145499_sf,4.0,20,mc,sdf,0.5582491923193764
145499_sf,4.0,20,ndc,chf,0.016254845567557914
145499_sf,4.0,20,ndc,hd,0.09454261100446906
145499_sf,4.0,20,ndc,sdf,0.18575534900305765
145499_sf,4.0,20,rfts,chf,0.02018563314138823
145499_sf,4.0,20,rfts,hd,0.06278541872668826
145499_sf,4.0,20,rfts,sdf,0.019660926191221582
145499_sf,4.0,20,rfta,chf,0.01800400812890003
145499_sf,4.0,20,rfta,hd,0.06253098862400942
145499_sf,4.0,20,rfta,sdf,0.002493731268545239
145499_sf,4.0,30,mc,chf,0.016114925979453455
145499_sf,4.0,30,mc,hd,0.09612585322475634
145499_sf,4.0,30,mc,sdf,0.2793765460265372
145499_sf,4.0,30,ndc,chf,0.013362194351690343
145499_sf,4.0,30,ndc,hd,0.08038573005427055
145499_sf,4.0,30,ndc,sdf,0.14118715024477163
145499_sf,4.0,30,rfts,chf,0.019117009425302665
145499_sf,4.0,30,rfts,hd,0.06150617883367374
145499_sf,4.0,30,rfts,sdf,0.019812566158283904
145499_sf,4.0,30,rfta,chf,0.013695308156365878
145499_sf,4.0,30,rfta,hd,0.04896891099893472
145499_sf,4.0,30,rfta,sdf,0.0014274898309392132
145499_sf,4.0,40,mc,chf,0.01217410045215521
145499_sf,4.0,40,mc,hd,0.07621480283812444
145499_sf,4.0,40,mc,sdf,0.14962092036378033
145499_sf,4.0,40,ndc,chf,0.009782861885189627
145499_sf,4.0,40,ndc,hd,0.06996696255296933
145499_sf,4.0,40,ndc,sdf,0.02176640911026174
145499_sf,4.0,40,rfts,chf,0.018797991926247645
145499_sf,4.0,40,rfts,hd,0.06338703824184165
145499_sf,4.0,40,rfts,sdf,0.022784704850873812
145499_sf,4.0,40,rfta,chf,0.009983374489996649
145499_sf,4.0,40,rfta,hd,0.03859537127929666
145499_sf,4.0,40,rfta,sdf,0.0006379827695363837
145499_sf,4.0,50,mc,chf,0.010685110414801193
145499_sf,4.0,50,mc,hd,0.06965423646452683
145499_sf,4.0,50,mc,sdf,0.07023891995670213
145499_sf,4.0,50,ndc,chf,0.008273557855164575
145499_sf,4.0,50,ndc,hd,0.06188353022781519
145499_sf,4.0,50,ndc,sdf,0.016527722237442956
145499_sf,4.0,50,rfts,chf,0.014889250718783715
145499_sf,4.0,50,rfts,hd,0.07526050336953034
145499_sf,4.0,50,rfts,sdf,0.018663756180110735
145499_sf,4.0,50,rfta,chf,0.007481581845908159
145499_sf,4.0,50,rfta,hd,0.03378807833328983
145499_sf,4.0,50,rfta,sdf,0.00037837915476409827
145499_sf,4.0,60,mc,chf,0.008583101261794335
145499_sf,4.0,60,mc,hd,0.06779644317497895
145499_sf,4.0,60,mc,sdf,0.0695144373279607
145499_sf,4.0,60,ndc,chf,0.006905854829657299
145499_sf,4.0,60,ndc,hd,0.06535042572512408
145499_sf,4.0,60,ndc,sdf,0.012893454598881124
145499_sf,4.0,60,rfts,chf,0.011352980366503996
145499_sf,4.0,60,rfts,hd,0.05480034108585469
145499_sf,4.0,60,rfts,sdf,0.008099408217585053
145499_sf,4.0,60,rfta,chf,0.00626373897282917
145499_sf,4.0,60,rfta,hd,0.02816131163096399
145499_sf,4.0,60,rfta,sdf,0.0002991287921242846
145499_sf,4.0,80,mc,chf,0.005470419787616513
145499_sf,4.0,80,mc,hd,0.04431994435878866
145499_sf,4.0,80,mc,sdf,0.022366725927770677
145499_sf,4.0,80,ndc,chf,0.004290469079257342
145499_sf,4.0,80,ndc,hd,0.029335965848807356
145499_sf,4.0,80,ndc,sdf,0.0035837532741934018
145499_sf,4.0,80,rfts,chf,0.008594050901774565
145499_sf,4.0,80,rfts,hd,0.032543847423658755
145499_sf,4.0,80,rfts,sdf,0.004444827225418326
145499_sf,4.0,80,rfta,chf,0.00488649884767013
145499_sf,4.0,80,rfta,hd,0.031246595031704533
145499_sf,4.0,80,rfta,sdf,0.0002461028134648919
145499_sf,4.0,100,mc,chf,0.004197310349898378
145499_sf,4.0,100,mc,hd,0.0210797072672886
145499_sf,4.0,100,mc,sdf,0.01038439611203544
145499_sf,4.0,100,ndc,chf,0.0032793758566619256
145499_sf,4.0,100,ndc,hd,0.02157746396153193
145499_sf,4.0,100,ndc,sdf,0.0015818039634904323
145499_sf,4.0,100,rfts,chf,0.006931843912538056
145499_sf,4.0,100,rfts,hd,0.045194642774825954
145499_sf,4.0,100,rfts,sdf,0.0021864524393438722
145499_sf,4.0,100,rfta,chf,0.004465917757184013
145499_sf,4.0,100,rfta,hd,0.03010232919526473
145499_sf,4.0,100,rfta,sdf,0.0002565090551367378
1458670_sf,2.0,10,mc,chf,0.15280787148560107
1458670_sf,2.0,10,mc,hd,0.24010934208663914
1458670_sf,2.0,10,mc,sdf,10.907698761174467
1458670_sf,2.0,10,ndc,chf,0.06336680167030345
1458670_sf,2.0,10,ndc,hd,0.11839621157721902
1458670_sf,2.0,10,ndc,sdf,1.2376049250238372
1458670_sf,2.0,10,rfts,chf,0.036385764542954585
1458670_sf,2.0,10,rfts,hd,0.06653346443630245
1458670_sf,2.0,10,rfts,sdf,0.09067121452374868
1458670_sf,2.0,10,rfta,chf,0.02896237507374505
1458670_sf,2.0,10,rfta,hd,0.06256319249497216
1458670_sf,2.0,10,rfta,sdf,0.005300539791483798
1458670_sf,2.0,20,mc,chf,0.055603067781142934
1458670_sf,2.0,20,mc,hd,0.1440020683692519
1458670_sf,2.0,20,mc,sdf,2.5613220814131994
1458670_sf,2.0,20,ndc,chf,0.04386140595766384
1458670_sf,2.0,20,ndc,hd,0.1505414889755937
1458670_sf,2.0,20,ndc,sdf,1.9547106649336374
1458670_sf,2.0,20,rfts,chf,0.02329042233094878
1458670_sf,2.0,20,rfts,hd,0.0625469700803267
1458670_sf,2.0,20,rfts,sdf,0.06185132902443683
1458670_sf,2.0,20,rfta,chf,0.02222174469000496
1458670_sf,2.0,20,rfta,hd,0.05806047919221478
1458670_sf,2.0,20,rfta,sdf,0.004329426278125029
1458670_sf,2.0,30,mc,chf,0.0269524124609722
1458670_sf,2.0,30,mc,hd,0.08579399108430494
1458670_sf,2.0,30,mc,sdf,0.7446077372367488
1458670_sf,2.0,30,ndc,chf,0.015677703189807633
1458670_sf,2.0,30,ndc,hd,0.03839621453077757
1458670_sf,2.0,30,ndc,sdf,0.10568261185676586
1458670_sf,2.0,30,rfts,chf,0.02117440751879656
1458670_sf,2.0,30,rfts,hd,0.05092412052504041
1458670_sf,2.0,30,rfts,sdf,0.0799119732117677
1458670_sf,2.0,30,rfta,chf,0.017748400742140263
1458670_sf,2.0,30,rfta,hd,0.0516144340679178
1458670_sf,2.0,30,rfta,sdf,0.0027049454388912595
1458670_sf,2.0,40,mc,chf,0.01639816848359094
1458670_sf,2.0,40,mc,hd,0.05954013644205704
1458670_sf,2.0,40,mc,sdf,0.33588717916427685
1458670_sf,2.0,40,ndc,chf,0.009725792471741398
1458670_sf,2.0,40,ndc,hd,0.024410957604518894
1458670_sf,2.0,40,ndc,sdf,0.03593840811962799
1458670_sf,2.0,40,rfts,chf,0.023214335300232487
1458670_sf,2.0,40,rfts,hd,0.05870264270759152
1458670_sf,2.0,40,rfts,sdf,0.08638749318453909
1458670_sf,2.0,40,rfta,chf,0.012844355846336199
1458670_sf,2.0,40,rfta,hd,0.041414831443398976
1458670_sf,2.0,40,rfta,sdf,0.0019616998120272314
1458670_sf,2.0,50,mc,chf,0.01077375938390861
1458670_sf,2.0,50,mc,hd,0.038392506789630604
1458670_sf,2.0,50,mc,sdf,0.20778805714950863
1458670_sf,2.0,50,ndc,chf,0.006827809916883679
1458670_sf,2.0,50,ndc,hd,0.027706886948885963
1458670_sf,2.0,50,ndc,sdf,0.023315728299300915
1458670_sf,2.0,50,rfts,chf,0.01690281166843019
1458670_sf,2.0,50,rfts,hd,0.043472617617987104
1458670_sf,2.0,50,rfts,sdf,0.05831623331847367
1458670_sf,2.0,50,rfta,chf,0.01243690489737435
1458670_sf,2.0,50,rfta,hd,0.05017963705162273
1458670_sf,2.0,50,rfta,sdf,0.0019727001005073294
1458670_sf,2.0,60,mc,chf,0.008671114716855164
1458670_sf,2.0,60,mc,hd,0.037919250734541075
1458670_sf,2.0,60,mc,sdf,0.17843424435106423
1458670_sf,2.0,60,ndc,chf,0.005624495506320659
1458670_sf,2.0,60,ndc,hd,0.01939986836702977
1458670_sf,2.0,60,ndc,sdf,0.017519102064284503
1458670_sf,2.0,60,rfts,chf,0.014653177008827383
1458670_sf,2.0,60,rfts,hd,0.03615380192245319
1458670_sf,2.0,60,rfts,sdf,0.03923825580221354
1458670_sf,2.0,60,rfta,chf,0.01053268151320131
1458670_sf,2.0,60,rfta,hd,0.03698413240402482
1458670_sf,2.0,60,rfta,sdf,0.00165133029739204
1458670_sf,2.0,80,mc,chf,0.005881802461033772
1458670_sf,2.0,80,mc,hd,0.030098617947645845
1458670_sf,2.0,80,mc,sdf,0.07999531975734948
1458670_sf,2.0,80,ndc,chf,0.0035112533714893234
1458670_sf,2.0,80,ndc,hd,0.014969118276607754
1458670_sf,2.0,80,ndc,sdf,0.005613091649535134
1458670_sf,2.0,80,rfts,chf,0.009412510968636757
1458670_sf,2.0,80,rfts,hd,0.027337608454006852
1458670_sf,2.0,80,rfts,sdf,0.014961029975906402
1458670_sf,2.0,80,rfta,chf,0.008963439227633832
1458670_sf,2.0,80,rfta,hd,0.036913415875766145
1458670_sf,2.0,80,rfta,sdf,0.0013985356270994381
1458688_sf,13.0,10,mc,chf,0.12912535890535198
1458688_sf,13.0,10,mc,hd,0.28920549681843544
1458688_sf,13.0,10,mc,sdf,11.540305864719235
1458688_sf,13.0,10,ndc,chf,0.10482771845299318
1458688_sf,13.0,10,ndc,hd,0.2849280527449258
1458688_sf,13.0,10,ndc,sdf,6.557396101754854
1458688_sf,13.0,10,rfts,chf,0.04865020960612196
1458688_sf,13.0,10,rfts,hd,0.11737925169259569
1458688_sf,13.0,10,rfts,sdf,0.0419879416358624
1458688_sf,13.0,10,rfta,chf,0.061967140131035464
1458688_sf,13.0,10,rfta,hd,0.1684380857077379
1458688_sf,13.0,10,rfta,sdf,0.044473397120803004
1458688_sf,13.0,20,mc,chf,0.05314085934913585
1458688_sf,13.0,20,mc,hd,0.17700759518877776
1458688_sf,13.0,20,mc,sdf,4.159353906844919
1458688_sf,13.0,20,ndc,chf,0.03961307181801603
1458688_sf,13.0,20,ndc,hd,0.14038230788183906
1458688_sf,13.0,20,ndc,sdf,0.16626923898652424
1458688_sf,13.0,20,rfts,chf,0.0371145534713465
1458688_sf,13.0,20,rfts,hd,0.10400734043556895
1458688_sf,13.0,20,rfts,sdf,0.05128103673075643
1458688_sf,13.0,20,rfta,chf,0.0496502845989972
1458688_sf,13.0,20,rfta,hd,0.19907678265531045
1458688_sf,13.0,20,rfta,sdf,0.021878477904095885
1458688_sf,13.0,30,mc,chf,0.0287865437221765
1458688_sf,13.0,30,mc,hd,0.07863915389945302
1458688_sf,13.0,30,mc,sdf,1.20295033209615
1458688_sf,13.0,30,ndc,chf,0.023059339138379705
1458688_sf,13.0,30,ndc,hd,0.07353452009297679
1458688_sf,13.0,30,ndc,sdf,0.12975055306467775
1458688_sf,13.0,30,rfts,chf,0.03325754358567794
1458688_sf,13.0,30,rfts,hd,0.07406654519223968
1458688_sf,13.0,30,rfts,sdf,0.045434159580585075
1458688_sf,13.0,30,rfta,chf,0.03481007259934099
1458688_sf,13.0,30,rfta,hd,0.16622118630681273
1458688_sf,13.0,30,rfta,sdf,0.012520776874840408
1458688_sf,13.0,40,mc,chf,0.023218832855493518
1458688_sf,13.0,40,mc,hd,0.08810886426526575
1458688_sf,13.0,40,mc,sdf,0.7320229627512496
1458688_sf,13.0,40,ndc,chf,0.015599984945183245
1458688_sf,13.0,40,ndc,hd,0.04799301949415964
1458688_sf,13.0,40,ndc,sdf,0.03062244849382972
1458688_sf,13.0,40,rfts,chf,0.0330060998164554
1458688_sf,13.0,40,rfts,hd,0.09439856932714302
1458688_sf,13.0,40,rfts,sdf,0.051457812179812275
1458688_sf,13.0,40,rfta,chf,0.02246835703844067
1458688_sf,13.0,40,rfta,hd,0.05734288314928708
1458688_sf,13.0,40,rfta,sdf,0.0038059448477697454
1458688_sf,13.0,50,mc,chf,0.01671002574795849
1458688_sf,13.0,50,mc,hd,0.04962902259388806
1458688_sf,13.0,50,mc,sdf,0.2324308996854906
1458688_sf,13.0,50,ndc,chf,0.011213263988640813
1458688_sf,13.0,50,ndc,hd,0.036711799628802284
1458688_sf,13.0,50,ndc,sdf,0.01976303841912022
1458688_sf,13.0,50,rfts,chf,0.19491458615672588
1458688_sf,13.0,50,rfts,hd,0.6962531881934818
1458688_sf,13.0,50,rfts,sdf,46.247981759212735
1458688_sf,13.0,50,rfta,chf,0.01955946335542095
1458688_sf,13.0,50,rfta,hd,0.0522313480868525
1458688_sf,13.0,50,rfta,sdf,0.002898900738574139
1458688_sf,13.0,60,mc,chf,0.012369093666829877
1458688_sf,13.0,60,mc,hd,0.03837805135684384
1458688_sf,13.0,60,mc,sdf,0.13452822784380603
1458688_sf,13.0,60,ndc,chf,0.0087357622672639
1458688_sf,13.0,60,ndc,hd,0.02898800057510143
1458688_sf,13.0,60,ndc,sdf,0.010911126777928225
1458688_sf,13.0,60,rfts,chf,0.03545920194081008
1458688_sf,13.0,60,rfts,hd,0.11480626273008952
1458688_sf,13.0,60,rfts,sdf,0.056411778014714795
1458688_sf,13.0,60,rfta,chf,0.01657832300004429
1458688_sf,13.0,60,rfta,hd,0.04491017609529679
1458688_sf,13.0,60,rfta,sdf,0.002258723254475102
1458688_sf,13.0,100,mc,chf,0.005728297108608985
1458688_sf,13.0,100,mc,hd,0.024405553415141553
1458688_sf,13.0,100,mc,sdf,0.03224408657947859
1458688_sf,13.0,100,ndc,chf,0.003714185861889145
1458688_sf,13.0,100,ndc,hd,0.020052353291976553
1458688_sf,13.0,100,ndc,sdf,0.0022565157411251475
1458688_sf,13.0,100,rfts,chf,0.027457281937351197
1458688_sf,13.0,100,rfts,hd,0.1737292704229471
1458688_sf,13.0,100,rfts,sdf,0.18750894212389352
1458688_sf,13.0,100,rfta,chf,0.012008360058315827
1458688_sf,13.0,100,rfta,hd,0.03339847578756167
1458688_sf,13.0,100,rfta,sdf,0.0015288282098601686
1501549_sf,15.0,20,mc,chf,0.4031484722991298
1501549_sf,15.0,20,mc,hd,0.7716484592839721
1501549_sf,15.0,20,mc,sdf,109.72334031058314
1501549_sf,15.0,20,ndc,chf,0.426643815710743
1501549_sf,15.0,20,ndc,hd,0.7131540025160926
1501549_sf,15.0,20,ndc,sdf,136.63720297096836
1501549_sf,15.0,20,rfts,chf,0.14971768499013688
1501549_sf,15.0,20,rfts,hd,0.3231010981152582
1501549_sf,15.0,20,rfts,sdf,6.784455480651458
1501549_sf,15.0,20,rfta,chf,0.02055025639420135
1501549_sf,15.0,20,rfta,hd,0.06537633131975537
1501549_sf,15.0,20,rfta,sdf,0.003994486387439294
1501549_sf,15.0,40,mc,chf,0.13919558619667124
1501549_sf,15.0,40,mc,hd,0.31562523557859196
1501549_sf,15.0,40,mc,sdf,8.406404877643158
1501549_sf,15.0,40,ndc,chf,0.1023441038726401
1501549_sf,15.0,40,ndc,hd,0.28662827653526624
1501549_sf,15.0,40,ndc,sdf,5.78570492310312
1501549_sf,15.0,40,rfts,chf,0.08850558012298296
1501549_sf,15.0,40,rfts,hd,0.1760113620109808
1501549_sf,15.0,40,rfts,sdf,0.8125155314274277
1501549_sf,15.0,40,rfta,chf,0.015304085099086671
1501549_sf,15.0,40,rfta,hd,0.03791560783646356
1501549_sf,15.0,40,rfta,sdf,0.0017300147010071477
1501549_sf,15.0,50,mc,chf,0.09187121330893482
1501549_sf,15.0,50,mc,hd,0.2252467172733841
1501549_sf,15.0,50,mc,sdf,3.157864878704034
1501549_sf,15.0,50,ndc,chf,0.05190837692437865
1501549_sf,15.0,50,ndc,hd,0.13336626443522687
1501549_sf,15.0,50,ndc,sdf,0.27322537318395146
1501549_sf,15.0,50,rfts,chf,0.15155968745032586
1501549_sf,15.0,50,rfts,hd,0.3103044119642435
1501549_sf,15.0,50,rfts,sdf,19.48789000473385
1501549_sf,15.0,50,rfta,chf,0.014128330487164619
1501549_sf,15.0,50,rfta,hd,0.03608388203297669
1501549_sf,15.0,50,rfta,sdf,0.0015195501115231223
1501549_sf,15.0,60,mc,chf,0.04044369941227886
1501549_sf,15.0,60,mc,hd,0.11812729651581762
1501549_sf,15.0,60,mc,sdf,0.25351066523182975
1501549_sf,15.0,60,ndc,chf,0.03537420435911699
1501549_sf,15.0,60,ndc,hd,0.15119044099760603
1501549_sf,15.0,60,ndc,sdf,0.19728633637054685
1501549_sf,15.0,60,rfts,chf,0.09251242947121321
1501549_sf,15.0,60,rfts,hd,0.21881779539760005
1501549_sf,15.0,60,rfts,sdf,0.7049327278053663
1501549_sf,15.0,60,rfta,chf,0.013632245739124084
1501549_sf,15.0,60,rfta,hd,0.03748966080378067
1501549_sf,15.0,60,rfta,sdf,0.0012892856185774037
1501549_sf,15.0,80,mc,chf,0.02402935145887996
1501549_sf,15.0,80,mc,hd,0.08533183899831229
1501549_sf,15.0,80,mc,sdf,0.0690778693801502
1501549_sf,15.0,80,ndc,chf,0.014930022652080282
1501549_sf,15.0,80,ndc,hd,0.0717742161941688
1501549_sf,15.0,80,ndc,sdf,0.018436453036355882
1501549_sf,15.0,80,rfts,chf,0.1106852815604642
1501549_sf,15.0,80,rfts,hd,0.23855781615006297
1501549_sf,15.0,80,rfts,sdf,2.0386637200818445
1501549_sf,15.0,80,rfta,chf,0.015576473258302633
1501549_sf,15.0,80,rfta,hd,0.05919233119917619
1501549_sf,15.0,80,rfta,sdf,0.00171632274492003
153100_sf,3.5,20,mc,chf,0.2199325627415809
153100_sf,3.5,20,mc,hd,0.5060743574597193
153100_sf,3.5,20,mc,sdf,36.72915055085424
153100_sf,3.5,20,ndc,chf,0.16610532786703563
153100_sf,3.5,20,ndc,hd,0.40622772283581926
153100_sf,3.5,20,ndc,sdf,18.757815560504
153100_sf,3.5,20,rfts,chf,0.03847019233561973
153100_sf,3.5,20,rfts,hd,0.06446915596071937
153100_sf,3.5,20,rfts,sdf,0.10599392143304898
153100_sf,3.5,20,rfta,chf,0.030611495135256905
153100_sf,3.5,20,rfta,hd,0.05299824032911047
153100_sf,3.5,20,rfta,sdf,0.003800307776237058
153100_sf,3.5,30,mc,chf,0.09209003594108832
153100_sf,3.5,30,mc,hd,0.23840513603707736
153100_sf,3.5,30,mc,sdf,2.622083392612273
153100_sf,3.5,30,ndc,chf,0.09481361327600209
153100_sf,3.5,30,ndc,hd,0.2329378982265576
153100_sf,3.5,30,ndc,sdf,0.5799238409814027
153100_sf,3.5,30,rfts,chf,0.03576002932575295
153100_sf,3.5,30,rfts,hd,0.05309764487115532
153100_sf,3.5,30,rfts,sdf,0.0920466513150132
153100_sf,3.5,30,rfta,chf,0.02633012741461142
153100_sf,3.5,30,rfta,hd,0.04143834532504252
153100_sf,3.5,30,rfta,sdf,0.003201343060692773
153100_sf,3.5,40,mc,chf,0.11417299460201703
153100_sf,3.5,40,mc,hd,0.289202863704305
153100_sf,3.5,40,mc,sdf,10.383586420697966
153100_sf,3.5,40,ndc,chf,0.062055189439454594
153100_sf,3.5,40,ndc,hd,0.17129062879912926
153100_sf,3.5,40,ndc,sdf,0.8559343649385431
153100_sf,3.5,40,rfts,chf,0.035882193015819006
153100_sf,3.5,40,rfts,hd,0.055788496896053266
153100_sf,3.5,40,rfts,sdf,0.11224504501840482
153100_sf,3.5,40,rfta,chf,0.02413729325250783
153100_sf,3.5,40,rfta,hd,0.04131022628690416
153100_sf,3.5,40,rfta,sdf,0.003005979842957881
153100_sf,3.5,50,mc,chf,0.07329770704043485
153100_sf,3.5,50,mc,hd,0.17842513604033913
153100_sf,3.5,50,mc,sdf,0.8172273836284301
153100_sf,3.5,50,ndc,chf,0.04573975673904584
153100_sf,3.5,50,ndc,hd,0.11788412981375687
153100_sf,3.5,50,ndc,sdf,1.1330038164626575
153100_sf,3.5,50,rfts,chf,0.03338435983853972
153100_sf,3.5,50,rfts,hd,0.06494042925189931
153100_sf,3.5,50,rfts,sdf,0.04425985839264495
153100_sf,3.5,50,rfta,chf,0.02248315871559583
153100_sf,3.5,50,rfta,hd,0.03890937419233673
153100_sf,3.5,50,rfta,sdf,0.002507545702855506
153100_sf,3.5,60,mc,chf,0.03837767663853217
153100_sf,3.5,60,mc,hd,0.10260116890745663
153100_sf,3.5,60,mc,sdf,0.48387410179092777
153100_sf,3.5,60,ndc,chf,0.03375674142150682
153100_sf,3.5,60,ndc,hd,0.10409064116740961
153100_sf,3.5,60,ndc,sdf,0.1723839830432483
153100_sf,3.5,60,rfts,chf,0.08985655172855092
153100_sf,3.5,60,rfts,hd,0.198307294384394
153100_sf,3.5,60,rfts,sdf,3.0820370022897174
153100_sf,3.5,60,rfta,chf,0.022254044454733526
153100_sf,3.5,60,rfta,hd,0.03904320148190751
153100_sf,3.5,60,rfta,sdf,0.002330245907795419
153100_sf,3.5,80,mc,chf,0.019010839774112956
153100_sf,3.5,80,mc,hd,0.04533680989713744
153100_sf,3.5,80,mc,sdf,0.14799051778712732
153100_sf,3.5,80,ndc,chf,0.013268833688267152
153100_sf,3.5,80,ndc,hd,0.04490885724295029
153100_sf,3.5,80,ndc,sdf,0.0614590406897722
153100_sf,3.5,80,rfts,chf,0.026234821504904474
153100_sf,3.5,80,rfts,hd,0.0661333074894949
153100_sf,3.5,80,rfts,sdf,0.026198362509596777
153100_sf,3.5,80,rfta,chf,0.02176234839066704
153100_sf,3.5,80,rfta,hd,0.04034321192473378
153100_sf,3.5,80,rfta,sdf,0.001983039856212904
1582390_sf,0.0,6,mc,chf,0.2897926959018521
1582390_sf,0.0,6,mc,hd,0.46244524272185067
1582390_sf,0.0,6,mc,sdf,55.25318664139001
1582390_sf,0.0,6,ndc,chf,0.07255555068170225
1582390_sf,0.0,6,ndc,hd,0.13424945859554943
1582390_sf,0.0,6,ndc,sdf,1.911777633660277
1582390_sf,0.0,6,rfts,chf,0.03851523881923988
1582390_sf,0.0,6,rfts,hd,0.07566219381546382
1582390_sf,0.0,6,rfts,sdf,0.06862795365364484
1582390_sf,0.0,6,rfta,chf,0.02087390940935834
1582390_sf,0.0,6,rfta,hd,0.02749789923395706
1582390_sf,0.0,6,rfta,sdf,0.028130614684461607
1582390_sf,0.0,10,mc,chf,0.12129110852461626
1582390_sf,0.0,10,mc,hd,0.19651215977922817
1582390_sf,0.0,10,mc,sdf,7.628921531272454
1582390_sf,0.0,10,ndc,chf,0.11504230650927294
1582390_sf,0.0,10,ndc,hd,0.2395050972918603
1582390_sf,0.0,10,ndc,sdf,9.136828365034116
1582390_sf,0.0,10,rfts,chf,0.01854827991830317
1582390_sf,0.0,10,rfts,hd,0.04975414181264439
1582390_sf,0.0,10,rfts,sdf,0.05378891714138608
1582390_sf,0.0,10,rfta,chf,0.01422327966710879
1582390_sf,0.0,10,rfta,hd,0.0194358554500014
1582390_sf,0.0,10,rfta,sdf,0.013668520966500126
1582390_sf,0.0,20,mc,chf,0.039559647551334856
1582390_sf,0.0,20,mc,hd,0.08787572205588862
1582390_sf,0.0,20,mc,sdf,0.9901401376146686
1582390_sf,0.0,20,ndc,chf,0.02455115086179166
1582390_sf,0.0,20,ndc,hd,0.049582472061036345
1582390_sf,0.0,20,ndc,sdf,0.10116915126332351
1582390_sf,0.0,20,rfts,chf,0.01629843974142222
1582390_sf,0.0,20,rfts,hd,0.039115351040264805
1582390_sf,0.0,20,rfts,sdf,0.06644537029069521
1582390_sf,0.0,20,rfta,chf,0.007408130230112676
1582390_sf,0.0,20,rfta,hd,0.01652939020096985
1582390_sf,0.0,20,rfta,sdf,0.0049477498253146625
1582390_sf,0.0,30,mc,chf,0.021233764940521198
1582390_sf,0.0,30,mc,hd,0.05895337777060631
1582390_sf,0.0,30,mc,sdf,0.35282995299269343
1582390_sf,0.0,30,ndc,chf,0.010158541451052102
1582390_sf,0.0,30,ndc,hd,0.0262099284460869
1582390_sf,0.0,30,ndc,sdf,0.022419212330929934
1582390_sf,0.0,30,rfts,chf,0.014821561954082305
1582390_sf,0.0,30,rfts,hd,0.037361918766244305
1582390_sf,0.0,30,rfts,sdf,0.057931549852143126
1582390_sf,0.0,30,rfta,chf,0.005802049617847013
1582390_sf,0.0,30,rfta,hd,0.016167318444455236
1582390_sf,0.0,30,rfta,sdf,0.0041660645078034735
1582390_sf,0.0,40,mc,chf,0.012746207020564924
1582390_sf,0.0,40,mc,hd,0.04218726673634076
1582390_sf,0.0,40,mc,sdf,0.14868564906116685
1582390_sf,0.0,40,ndc,chf,0.00575030102941404
1582390_sf,0.0,40,ndc,hd,0.027655472877756413
1582390_sf,0.0,40,ndc,sdf,0.02410504537933498
1582390_sf,0.0,40,rfts,chf,0.013578610704031418
