mesh,genus,resolution,method,metric,error
226674_sf,1.0,30,rfts,hd,0.07144279380808671
226674_sf,1.0,30,rfts,sdf,0.10441457420876538
226674_sf,1.0,30,rfta,chf,0.03737163101121293
226674_sf,1.0,30,rfta,hd,0.08141755676148316
226674_sf,1.0,30,rfta,sdf,0.00673970709108418
226674_sf,1.0,40,mc,chf,0.027260437403401047
226674_sf,1.0,40,mc,hd,0.15963345442149765
226674_sf,1.0,40,mc,sdf,2.2106371311981845
226674_sf,1.0,40,ndc,chf,0.017801413238648714
226674_sf,1.0,40,ndc,hd,0.07004667326441115
226674_sf,1.0,40,ndc,sdf,0.37860024155273064
226674_sf,1.0,40,rfts,chf,0.03989148137337875
226674_sf,1.0,40,rfts,hd,0.07677996925051367
226674_sf,1.0,40,rfts,sdf,0.14205030182740316
226674_sf,1.0,40,rfta,chf,0.03300084000233035
226674_sf,1.0,40,rfta,hd,0.0754979852761855
226674_sf,1.0,40,rfta,sdf,0.006794454276904358
226674_sf,1.0,50,mc,chf,0.01785056586073471
226674_sf,1.0,50,mc,hd,0.11302336291494104
226674_sf,1.0,50,mc,sdf,1.0780298527600454
226674_sf,1.0,50,ndc,chf,0.012389638848780676
226674_sf,1.0,50,ndc,hd,0.05916993316322457
226674_sf,1.0,50,ndc,sdf,0.1393373389367132
226674_sf,1.0,50,rfts,chf,0.03803953463982303
226674_sf,1.0,50,rfts,hd,0.06912401570898041
226674_sf,1.0,50,rfts,sdf,0.11500565816913699
226674_sf,1.0,50,rfta,chf,0.03195061339451115
226674_sf,1.0,50,rfta,hd,0.07416404181052093
226674_sf,1.0,50,rfta,sdf,0.006577614632464348
226674_sf,1.0,60,mc,chf,0.011776901815574416
226674_sf,1.0,60,mc,hd,0.05453858906322083
226674_sf,1.0,60,mc,sdf,0.3172018066546685
226674_sf,1.0,60,ndc,chf,0.008836179574452641
226674_sf,1.0,60,ndc,hd,0.05708913689980902
226674_sf,1.0,60,ndc,sdf,0.08876021863209577
226674_sf,1.0,60,rfts,chf,0.02985057569932958
226674_sf,1.0,60,rfts,hd,0.0678393003762667
226674_sf,1.0,60,rfts,sdf,0.06935904200750795
226674_sf,1.0,60,rfta,chf,0.031061386321257274
226674_sf,1.0,60,rfta,hd,0.07374072292463586
226674_sf,1.0,60,rfta,sdf,0.006502250410715113
226674_sf,1.0,80,mc,chf,0.007528987851683983
226674_sf,1.0,80,mc,hd,0.03688442583515079
226674_sf,1.0,80,mc,sdf,0.12925152788947536
226674_sf,1.0,80,ndc,chf,0.005646235151574712
226674_sf,1.0,80,ndc,hd,0.028954476602411586
226674_sf,1.0,80,ndc,sdf,0.02425251611292665
226674_sf,1.0,80,rfts,chf,0.01615804362973146
226674_sf,1.0,80,rfts,hd,0.05340170871135371
226674_sf,1.0,80,rfts,sdf,0.026625129767395908
226674_sf,1.0,80,rfta,chf,0.006813304675402608
226674_sf,1.0,80,rfta,hd,0.033560555745573394
226674_sf,1.0,80,rfta,sdf,0.002957918684007837
226674_sf,1.0,100,mc,chf,0.0050189109974194315
226674_sf,1.0,100,mc,hd,0.024746896423912305
226674_sf,1.0,100,mc,sdf,0.05745066630144525
226674_sf,1.0,100,ndc,chf,0.004117120696408111
226674_sf,1.0,100,ndc,hd,0.021754870259511342
226674_sf,1.0,100,ndc,sdf,0.015406482276966199
226674_sf,1.0,100,rfts,chf,0.02293019503809037
226674_sf,1.0,100,rfts,hd,0.05750835113790968
226674_sf,1.0,100,rfts,sdf,0.028855730362556127
226674_sf,1.0,100,rfta,chf,0.005096344456009738
226674_sf,1.0,100,rfta,hd,0.01792031618590988
226674_sf,1.0,100,rfta,sdf,0.0027317940069601305
289689_sf,1.0,6,mc,chf,0.2913735706794193
289689_sf,1.0,6,mc,hd,0.5567870663639768
289689_sf,1.0,6,mc,sdf,83.72375937140497
289689_sf,1.0,6,ndc,chf,0.07159608739702207
289689_sf,1.0,6,ndc,hd,0.18599134736843168
289689_sf,1.0,6,ndc,sdf,3.684255574236991
289689_sf,1.0,6,rfts,chf,0.09541114768656916
289689_sf,1.0,6,rfts,hd,0.226732538861091
289689_sf,1.0,6,rfts,sdf,0.2205136386278372
289689_sf,1.0,6,rfta,chf,0.042435131179645195
289689_sf,1.0,6,rfta,hd,0.12002836137319145
289689_sf,1.0,6,rfta,sdf,0.02236369882132841
289689_sf,1.0,10,mc,chf,0.09200191689161259
289689_sf,1.0,10,mc,hd,0.28464815381864794
289689_sf,1.0,10,mc,sdf,8.954851445958305
289689_sf,1.0,10,ndc,chf,0.0407523392616151
289689_sf,1.0,10,ndc,hd,0.12130843890493773
289689_sf,1.0,10,ndc,sdf,1.2746611284450822
289689_sf,1.0,10,rfts,chf,0.04692612271472538
289689_sf,1.0,10,rfts,hd,0.1373006651573174
289689_sf,1.0,10,rfts,sdf,0.09884178566077045
289689_sf,1.0,10,rfta,chf,0.02214374953964223
289689_sf,1.0,10,rfta,hd,0.05938089320242681
289689_sf,1.0,10,rfta,sdf,0.009940612612709097
289689_sf,1.0,20,mc,chf,0.05181938470178034
289689_sf,1.0,20,mc,hd,0.1714279560174215
289689_sf,1.0,20,mc,sdf,2.568027933536569
289689_sf,1.0,20,ndc,chf,0.04050044448846889
289689_sf,1.0,20,ndc,hd,0.10628445133353924
289689_sf,1.0,20,ndc,sdf,0.35709073928856244
289689_sf,1.0,20,rfts,chf,0.030991484840018582
289689_sf,1.0,20,rfts,hd,0.09128234363731057
289689_sf,1.0,20,rfts,sdf,0.12580936173159024
289689_sf,1.0,20,rfta,chf,0.012416352825564431
289689_sf,1.0,20,rfta,hd,0.052817146092559886
289689_sf,1.0,20,rfta,sdf,0.004502876172692157
289689_sf,1.0,30,mc,chf,0.020914084359337025
289689_sf,1.0,30,mc,hd,0.05849331701501341
289689_sf,1.0,30,mc,sdf,0.4014577969099728
289689_sf,1.0,30,ndc,chf,0.024293130201632623
289689_sf,1.0,30,ndc,hd,0.04278667767688992
289689_sf,1.0,30,ndc,sdf,0.10693359872213119
289689_sf,1.0,30,rfts,chf,0.030593926111896874
289689_sf,1.0,30,rfts,hd,0.0923055047020863
289689_sf,1.0,30,rfts,sdf,0.09847268648002881
289689_sf,1.0,30,rfta,chf,0.011081243666358459
289689_sf,1.0,30,rfta,hd,0.05084215132642775
289689_sf,1.0,30,rfta,sdf,0.003954707196067178
289689_sf,1.0,40,mc,chf,0.016592343178081493
289689_sf,1.0,40,mc,hd,0.052325398390750726
289689_sf,1.0,40,mc,sdf,0.21036557332896366
289689_sf,1.0,40,ndc,chf,0.0126801729463295
289689_sf,1.0,40,ndc,hd,0.033558617413229234
289689_sf,1.0,40,ndc,sdf,0.016161745717898343
289689_sf,1.0,40,rfts,chf,0.023519746195498945
289689_sf,1.0,40,rfts,hd,0.054140201646195055
289689_sf,1.0,40,rfts,sdf,0.08111865865990799
289689_sf,1.0,40,rfta,chf,0.010585880967269347
289689_sf,1.0,40,rfta,hd,0.052446372288769985
289689_sf,1.0,40,rfta,sdf,0.003433393432373547
289689_sf,1.0,50,mc,chf,0.010459890679697069
289689_sf,1.0,50,mc,hd,0.03512393937185822
289689_sf,1.0,50,mc,sdf,0.10236846108011863
289689_sf,1.0,50,ndc,chf,0.00673937739495893
289689_sf,1.0,50,ndc,hd,0.030495968888542134
289689_sf,1.0,50,ndc,sdf,0.010146550349993238
289689_sf,1.0,50,rfts,chf,0.01738619068334208
289689_sf,1.0,50,rfts,hd,0.06232430101052673
289689_sf,1.0,50,rfts,sdf,0.04173318215791331
289689_sf,1.0,50,rfta,chf,0.01058377616385904
289689_sf,1.0,50,rfta,hd,0.05306142795755837
289689_sf,1.0,50,rfta,sdf,0.002675089018549992
289689_sf,1.0,60,mc,chf,0.008757899709356327
289689_sf,1.0,60,mc,hd,0.048426842061811574
289689_sf,1.0,60,mc,sdf,0.1324886662834418
289689_sf,1.0,60,ndc,chf,0.005476613004226933
289689_sf,1.0,60,ndc,hd,0.031414423806156444
289689_sf,1.0,60,ndc,sdf,0.006907668522092461
289689_sf,1.0,60,rfts,chf,0.012140555613438561
289689_sf,1.0,60,rfts,hd,0.03045578464390783
289689_sf,1.0,60,rfts,sdf,0.023383276102792155
289689_sf,1.0,60,rfta,chf,0.009518320312157422
289689_sf,1.0,60,rfta,hd,0.04814419323039152
289689_sf,1.0,60,rfta,sdf,0.002265366333444612
289689_sf,1.0,80,mc,chf,0.005681036473448515
289689_sf,1.0,80,mc,hd,0.029142139587096844
289689_sf,1.0,80,mc,sdf,0.03719890280026524
289689_sf,1.0,80,ndc,chf,0.004014983912999223
289689_sf,1.0,80,ndc,hd,0.02967707638387908
289689_sf,1.0,80,ndc,sdf,0.002109326248119539
289689_sf,1.0,80,rfts,chf,0.013787913827008065
289689_sf,1.0,80,rfts,hd,0.13044536895601105
289689_sf,1.0,80,rfts,sdf,0.621845116910897
289689_sf,1.0,80,rfta,chf,0.00817454076053043
289689_sf,1.0,80,rfta,hd,0.0326909226924385
289689_sf,1.0,80,rfta,sdf,0.0021274428897081897
314003_sf,2.5,6,mc,chf,0.1562004552799982
314003_sf,2.5,6,mc,hd,0.36436012770497855
314003_sf,2.5,6,mc,sdf,13.622249366257202
314003_sf,2.5,6,ndc,chf,0.08965899498787008
314003_sf,2.5,6,ndc,hd,0.1915835000482247
314003_sf,2.5,6,ndc,sdf,2.967365549159936
314003_sf,2.5,6,rfts,chf,0.04994970444191853
314003_sf,2.5,6,rfts,hd,0.14106270778171823
314003_sf,2.5,6,rfts,sdf,0.026712440824641782
314003_sf,2.5,6,rfta,chf,0.049377405000371806
314003_sf,2.5,6,rfta,hd,0.14812514682175726
314003_sf,2.5,6,rfta,sdf,0.04673636737214031
314003_sf,2.5,10,mc,chf,0.0637583434420109
314003_sf,2.5,10,mc,hd,0.19230863391135064
314003_sf,2.5,10,mc,sdf,1.6052929393110968
314003_sf,2.5,10,ndc,chf,0.03994722995880148
314003_sf,2.5,10,ndc,hd,0.10951739681415959
314003_sf,2.5,10,ndc,sdf,0.46290013048023854
314003_sf,2.5,10,rfts,chf,0.03107423518245552
314003_sf,2.5,10,rfts,hd,0.09128822973643698
314003_sf,2.5,10,rfts,sdf,0.02505307288479827
314003_sf,2.5,10,rfta,chf,0.039241070971478796
314003_sf,2.5,10,rfta,hd,0.14577971825808292
314003_sf,2.5,10,rfta,sdf,0.024578741377311766
314003_sf,2.5,20,mc,chf,0.026956513652588658
314003_sf,2.5,20,mc,hd,0.11524167774199309
314003_sf,2.5,20,mc,sdf,0.3242617742667164
314003_sf,2.5,20,ndc,chf,0.017095321437991286
314003_sf,2.5,20,ndc,hd,0.0742184458865158
314003_sf,2.5,20,ndc,sdf,0.059703818197892174
314003_sf,2.5,20,rfts,chf,0.016291840753785362
314003_sf,2.5,20,rfts,hd,0.055847893539510814
314003_sf,2.5,20,rfts,sdf,0.02880274905007896
314003_sf,2.5,20,rfta,chf,0.016695231038809613
314003_sf,2.5,20,rfta,hd,0.08651858056742832
314003_sf,2.5,20,rfta,sdf,0.0029475774571637394
314003_sf,2.5,30,mc,chf,0.015534396296005112
314003_sf,2.5,30,mc,hd,0.08749476532021838
314003_sf,2.5,30,mc,sdf,0.07949666056464623
314003_sf,2.5,30,ndc,chf,0.008562487836539248
314003_sf,2.5,30,ndc,hd,0.05024335205976201
314003_sf,2.5,30,ndc,sdf,0.03813308113328693
314003_sf,2.5,30,rfts,chf,0.014710301040527424
314003_sf,2.5,30,rfts,hd,0.043587267696968794
314003_sf,2.5,30,rfts,sdf,0.02459456189295885
314003_sf,2.5,30,rfta,chf,0.010259341116480889
314003_sf,2.5,30,rfta,hd,0.0533065773713019
314003_sf,2.5,30,rfta,sdf,0.0009515747866825997
314003_sf,2.5,40,mc,chf,0.00960902064257985
314003_sf,2.5,40,mc,hd,0.0368681052089614
314003_sf,2.5,40,mc,sdf,0.033299325162628624
314003_sf,2.5,40,ndc,chf,0.005586736184981277
314003_sf,2.5,40,ndc,hd,0.03184607327327893
314003_sf,2.5,40,ndc,sdf,0.012429298894668097
314003_sf,2.5,40,rfts,chf,0.016197002302495524
314003_sf,2.5,40,rfts,hd,0.057316459752665326
314003_sf,2.5,40,rfts,sdf,0.03091996781746412
314003_sf,2.5,40,rfta,chf,0.006397081998247981
314003_sf,2.5,40,rfta,hd,0.03457442415772148
314003_sf,2.5,40,rfta,sdf,0.0003578094778529348
314003_sf,2.5,50,mc,chf,0.006949697316029551
314003_sf,2.5,50,mc,hd,0.03631414590244519
314003_sf,2.5,50,mc,sdf,0.01657176623363441
314003_sf,2.5,50,ndc,chf,0.004520211234297598
314003_sf,2.5,50,ndc,hd,0.03134596855260925
314003_sf,2.5,50,ndc,sdf,0.010916138659978165
314003_sf,2.5,50,rfts,chf,0.010798801044952382
314003_sf,2.5,50,rfts,hd,0.041783542175042494
314003_sf,2.5,50,rfts,sdf,0.012331646061857025
314003_sf,2.5,50,rfta,chf,0.004533592273130587
314003_sf,2.5,50,rfta,hd,0.026137303571346266
314003_sf,2.5,50,rfta,sdf,0.00022816752515280868
314003_sf,2.5,60,mc,chf,0.005399332954004637
314003_sf,2.5,60,mc,hd,0.03575216400199335
314003_sf,2.5,60,mc,sdf,0.010031026827941644
314003_sf,2.5,60,ndc,chf,0.003405314012669946
314003_sf,2.5,60,ndc,hd,0.02118611295646265
314003_sf,2.5,60,ndc,sdf,0.005219038437725401
314003_sf,2.5,60,rfts,chf,0.00716310404333828
314003_sf,2.5,60,rfts,hd,0.027591829593788395
314003_sf,2.5,60,rfts,sdf,0.006402043819874435
314003_sf,2.5,60,rfta,chf,0.0035265617040848543
314003_sf,2.5,60,rfta,hd,0.025093249279403783
314003_sf,2.5,60,rfta,sdf,0.00015520542434561215
314003_sf,2.5,80,mc,chf,0.0037505585386757093
314003_sf,2.5,80,mc,hd,0.021656403296439263
314003_sf,2.5,80,mc,sdf,0.004294677233694057
314003_sf,2.5,80,ndc,chf,0.002674939378996358
314003_sf,2.5,80,ndc,hd,0.019321925809580615
314003_sf,2.5,80,ndc,sdf,0.001848846753819266
314003_sf,2.5,80,rfts,chf,0.004382691825158434
314003_sf,2.5,80,rfts,hd,0.025192513281210922
314003_sf,2.5,80,rfts,sdf,0.0008920444482707174
314003_sf,2.5,80,rfta,chf,0.002818073388460513
314003_sf,2.5,80,rfta,hd,0.02287728192204641
314003_sf,2.5,80,rfta,sdf,0.0001917462808534808
314003_sf,2.5,100,mc,chf,0.002917935669799308
314003_sf,2.5,100,mc,hd,0.018326799224574853
314003_sf,2.5,100,mc,sdf,0.0024519489963980294
314003_sf,2.5,100,ndc,chf,0.0023542402829389098
314003_sf,2.5,100,ndc,hd,0.013720236604246233
314003_sf,2.5,100,ndc,sdf,0.0007596858175622595
314003_sf,2.5,100,rfts,chf,0.003491004682860786
314003_sf,2.5,100,rfts,hd,0.02484140010923583
314003_sf,2.5,100,rfts,sdf,0.0006280284831885397
314003_sf,2.5,100,rfta,chf,0.0028395938208316536
314003_sf,2.5,100,rfta,hd,0.036226417218744776
314003_sf,2.5,100,rfta,sdf,0.00015881073703064307
346287_sf,0.0,20,mc,chf,0.1396961919379964
346287_sf,0.0,20,mc,hd,0.346485427522411
346287_sf,0.0,20,mc,sdf,22.621309331910272
346287_sf,0.0,20,ndc,chf,0.05477885454515143
346287_sf,0.0,20,ndc,hd,0.1890121110916707
346287_sf,0.0,20,ndc,sdf,5.4747277107488745
346287_sf,0.0,20,rfts,chf,0.07224674130070126
346287_sf,0.0,20,rfts,hd,0.16952874727031866
346287_sf,0.0,20,rfts,sdf,0.5578477114647931
346287_sf,0.0,20,rfta,chf,0.012157910862874412
346287_sf,0.0,20,rfta,hd,0.03384678032462901
346287_sf,0.0,20,rfta,sdf,0.0029238311614125834
346287_sf,0.0,30,mc,chf,0.06310171793141052
346287_sf,0.0,30,mc,hd,0.19534558641601102
346287_sf,0.0,30,mc,sdf,5.207882316505914
346287_sf,0.0,30,ndc,chf,0.03573037545731445
346287_sf,0.0,30,ndc,hd,0.12424005760420753
346287_sf,0.0,30,ndc,sdf,1.16688388468196
346287_sf,0.0,30,rfts,chf,0.049518430919710615
346287_sf,0.0,30,rfts,hd,0.13748134162317482
346287_sf,0.0,30,rfts,sdf,0.44697167442083013
346287_sf,0.0,30,rfta,chf,0.010604578107951899
346287_sf,0.0,30,rfta,hd,0.03310939711142676
346287_sf,0.0,30,rfta,sdf,0.002189446777862915
346287_sf,0.0,40,mc,chf,0.037559561103502316
346287_sf,0.0,40,mc,hd,0.13202389033682382
346287_sf,0.0,40,mc,sdf,1.8152771371065823
346287_sf,0.0,40,ndc,chf,0.031114603978885165
346287_sf,0.0,40,ndc,hd,0.14089614386850582
346287_sf,0.0,40,ndc,sdf,1.427629936565785
346287_sf,0.0,40,rfts,chf,0.13683950068817916
346287_sf,0.0,40,rfts,hd,0.3041996999749733
346287_sf,0.0,40,rfts,sdf,11.339018526847273
346287_sf,0.0,40,rfta,chf,0.00987598872568108
346287_sf,0.0,40,rfta,hd,0.025461503816745827
346287_sf,0.0,40,rfta,sdf,0.0013130211820444946
346287_sf,0.0,50,mc,chf,0.03339730243617282
346287_sf,0.0,50,mc,hd,0.17746970550385616
346287_sf,0.0,50,mc,sdf,2.856430427635038
346287_sf,0.0,50,ndc,chf,0.016940724489973694
346287_sf,0.0,50,ndc,hd,0.08530259088527291
346287_sf,0.0,50,ndc,sdf,0.22470415767634555
346287_sf,0.0,50,rfts,chf,0.039225246014833244
346287_sf,0.0,50,rfts,hd,0.09897880493745288
346287_sf,0.0,50,rfts,sdf,0.1759344308530401
346287_sf,0.0,50,rfta,chf,0.00960433482165525
346287_sf,0.0,50,rfta,hd,0.023823845612250035
346287_sf,0.0,50,rfta,sdf,0.0014249567715022816
346287_sf,0.0,60,mc,chf,0.019885757435421418
346287_sf,0.0,60,mc,hd,0.0949624673766657
346287_sf,0.0,60,mc,sdf,0.35600795847860695
346287_sf,0.0,60,ndc,chf,0.014454102529699859
346287_sf,0.0,60,ndc,hd,0.07657322258124172
346287_sf,0.0,60,ndc,sdf,0.12289506199301128
346287_sf,0.0,60,rfts,chf,0.033624350689937625
346287_sf,0.0,60,rfts,hd,0.10063998263875702
346287_sf,0.0,60,rfts,sdf,0.10470533223457171
346287_sf,0.0,60,rfta,chf,0.009210709099823727
346287_sf,0.0,60,rfta,hd,0.022189102322077808
346287_sf,0.0,60,rfta,sdf,0.0012840913558685896
346287_sf,0.0,80,mc,chf,0.012773269931416621
346287_sf,0.0,80,mc,hd,0.07707171936570827
346287_sf,0.0,80,mc,sdf,0.29453537585612555
346287_sf,0.0,80,ndc,chf,0.011727526094234171
346287_sf,0.0,80,ndc,hd,0.06853995326359932
346287_sf,0.0,80,ndc,sdf,0.1189383951104554
346287_sf,0.0,80,rfts,chf,0.022030522670573777
346287_sf,0.0,80,rfts,hd,0.06716010464193832
346287_sf,0.0,80,rfts,sdf,0.032715944200541996
346287_sf,0.0,80,rfta,chf,0.008800924785265674
346287_sf,0.0,80,rfta,hd,0.020389170936862752
346287_sf,0.0,80,rfta,sdf,0.0010610813488425908
37506_sf,3.0,6,mc,chf,0.1744591551023627
37506_sf,3.0,6,mc,hd,0.3417646768642834
37506_sf,3.0,6,mc,sdf,24.19890366457332
37506_sf,3.0,6,ndc,chf,0.20842147678608447
37506_sf,3.0,6,ndc,hd,0.4526632528455243
37506_sf,3.0,6,ndc,sdf,33.52983359299211
37506_sf,3.0,6,rfts,chf,0.06422663947442307
37506_sf,3.0,6,rfts,hd,0.17882166015166148
37506_sf,3.0,6,rfts,sdf,0.06521170427874606
37506_sf,3.0,6,rfta,chf,0.08324519660008084
37506_sf,3.0,6,rfta,hd,0.19766533913046894
37506_sf,3.0,6,rfta,sdf,0.052668168395983025
37506_sf,3.0,10,mc,chf,0.11135620530307261
37506_sf,3.0,10,mc,hd,0.243176072105817
37506_sf,3.0,10,mc,sdf,8.043052318554109
37506_sf,3.0,10,ndc,chf,0.057940633024782265
37506_sf,3.0,10,ndc,hd,0.10940529057833309
37506_sf,3.0,10,ndc,sdf,0.47062500254469275
37506_sf,3.0,10,rfts,chf,0.05611687028224516
37506_sf,3.0,10,rfts,hd,0.13954840746516003
37506_sf,3.0,10,rfts,sdf,0.08863606307624819
37506_sf,3.0,10,rfta,chf,0.07137179308847358
37506_sf,3.0,10,rfta,hd,0.1890871710771588
37506_sf,3.0,10,rfta,sdf,0.06288766817324108
37506_sf,3.0,20,mc,chf,0.03829958822854693
37506_sf,3.0,20,mc,hd,0.09586119925661792
37506_sf,3.0,20,mc,sdf,1.0435028122611858
37506_sf,3.0,20,ndc,chf,0.026581806661946438
37506_sf,3.0,20,ndc,hd,0.07163201990511678
37506_sf,3.0,20,ndc,sdf,0.08088906037642155
37506_sf,3.0,20,rfts,chf,0.03952349007843889
37506_sf,3.0,20,rfts,hd,0.09491929508839277
37506_sf,3.0,20,rfts,sdf,0.08449436427345357
37506_sf,3.0,20,rfta,chf,0.05831271854761728
37506_sf,3.0,20,rfta,hd,0.1870094201000706
37506_sf,3.0,20,rfta,sdf,0.03693887740123863
37506_sf,3.0,30,mc,chf,0.019035897306957858
37506_sf,3.0,30,mc,hd,0.05841264801654666
37506_sf,3.0,30,mc,sdf,0.44951596211816736
37506_sf,3.0,30,ndc,chf,0.016012558417834655
37506_sf,3.0,30,ndc,hd,0.05277548178288143
37506_sf,3.0,30,ndc,sdf,0.037223289184844764
37506_sf,3.0,30,rfts,chf,0.02614753010324085
37506_sf,3.0,30,rfts,hd,0.07566058321631247
37506_sf,3.0,30,rfts,sdf,0.09158356188657835
37506_sf,3.0,30,rfta,chf,0.05069903725824955
37506_sf,3.0,30,rfta,hd,0.18387607273014056
37506_sf,3.0,30,rfta,sdf,0.027467344022022354
37506_sf,3.0,40,mc,chf,0.01204476141834075
37506_sf,3.0,40,mc,hd,0.04175981476807644
37506_sf,3.0,40,mc,sdf,0.21469690115728304
37506_sf,3.0,40,ndc,chf,0.010262336527420264
37506_sf,3.0,40,ndc,hd,0.03662224914395265
37506_sf,3.0,40,ndc,sdf,0.01629262464536553
37506_sf,3.0,40,rfts,chf,0.028531855765048034
37506_sf,3.0,40,rfts,hd,0.08067789531123919
37506_sf,3.0,40,rfts,sdf,0.08796462938005178
37506_sf,3.0,40,rfta,chf,0.01029566032047913
37506_sf,3.0,40,rfta,hd,0.054948113838724146
37506_sf,3.0,40,rfta,sdf,0.0030247794434598045
37506_sf,3.0,50,mc,chf,0.008309507647513963
37506_sf,3.0,50,mc,hd,0.03333923970824759
37506_sf,3.0,50,mc,sdf,0.12400487828549328
37506_sf,3.0,50,ndc,chf,0.007233388351679237
37506_sf,3.0,50,ndc,hd,0.02810608843102577
37506_sf,3.0,50,ndc,sdf,0.006198832019093857
37506_sf,3.0,50,rfts,chf,0.03364028701096968
37506_sf,3.0,50,rfts,hd,0.27968569996192766
37506_sf,3.0,50,rfts,sdf,1.561479181882512
37506_sf,3.0,50,rfta,chf,0.007227300119170396
37506_sf,3.0,50,rfta,hd,0.05145784085431837
37506_sf,3.0,50,rfta,sdf,0.0030347961662637434
37864_sf,0.0,6,mc,chf,0.23854514490217524
37864_sf,0.0,6,mc,hd,0.3823385814191755
37864_sf,0.0,6,mc,sdf,44.71246717553252
37864_sf,0.0,6,ndc,chf,0.17890784735827575
37864_sf,0.0,6,ndc,hd,0.299639293790195
37864_sf,0.0,6,ndc,sdf,3.625253682572418
37864_sf,0.0,6,rfts,chf,0.03362336794520311
37864_sf,0.0,6,rfts,hd,0.05451080788974232
37864_sf,0.0,6,rfts,sdf,0.04331853476217968
37864_sf,0.0,6,rfta,chf,0.03411834026105627
37864_sf,0.0,6,rfta,hd,0.051538846760581396
37864_sf,0.0,6,rfta,sdf,0.00748514434692195
37864_sf,0.0,10,mc,chf,0.1840737597514418
37864_sf,0.0,10,mc,hd,0.31795142392991893
37864_sf,0.0,10,mc,sdf,25.891379969024253
37864_sf,0.0,10,ndc,chf,0.0473781262593654
37864_sf,0.0,10,ndc,hd,0.07358025457165726
37864_sf,0.0,10,ndc,sdf,0.261613747044683
37864_sf,0.0,10,rfts,chf,0.029024922143238235
37864_sf,0.0,10,rfts,hd,0.04567962288716497
37864_sf,0.0,10,rfts,sdf,0.03275440281868364
37864_sf,0.0,10,rfta,chf,0.03312893615316281
37864_sf,0.0,10,rfta,hd,0.048415937642002894
37864_sf,0.0,10,rfta,sdf,0.004735694326258921
37864_sf,0.0,20,mc,chf,0.044268081535383155
37864_sf,0.0,20,mc,hd,0.07300902355641661
37864_sf,0.0,20,mc,sdf,1.020505264812613
37864_sf,0.0,20,ndc,chf,0.020801033960808832
37864_sf,0.0,20,ndc,hd,0.040865050864636335
37864_sf,0.0,20,ndc,sdf,0.047732619365424216
37864_sf,0.0,20,rfts,chf,0.025663068824056154
37864_sf,0.0,20,rfts,hd,0.04510583704368712
37864_sf,0.0,20,rfts,sdf,0.06348212911535836
37864_sf,0.0,20,rfta,chf,0.0255443587270539
37864_sf,0.0,20,rfta,hd,0.04482878809339836
37864_sf,0.0,20,rfta,sdf,0.003684443987417848
37864_sf,0.0,30,mc,chf,0.022622677454922822
37864_sf,0.0,30,mc,hd,0.04594419571877306
37864_sf,0.0,30,mc,sdf,0.27355119242442816
37864_sf,0.0,30,ndc,chf,0.012006989053509654
37864_sf,0.0,30,ndc,hd,0.03226617256045138
37864_sf,0.0,30,ndc,sdf,0.027182783749531432
37864_sf,0.0,30,rfts,chf,0.022752446493079226
37864_sf,0.0,30,rfts,hd,0.04607481589678978
37864_sf,0.0,30,rfts,sdf,0.04058881631623112
37864_sf,0.0,30,rfta,chf,0.017746548565666393
37864_sf,0.0,30,rfta,hd,0.041163929478652814
37864_sf,0.0,30,rfta,sdf,0.0025371839891684227
37864_sf,0.0,40,mc,chf,0.015213290121344702
37864_sf,0.0,40,mc,hd,0.0345310324786562
37864_sf,0.0,40,mc,sdf,0.12909798646511733
37864_sf,0.0,40,ndc,chf,0.006599887582406993
37864_sf,0.0,40,ndc,hd,0.025213088298033134
37864_sf,0.0,40,ndc,sdf,0.007905553139583875
37864_sf,0.0,40,rfts,chf,0.02282347368051154
37864_sf,0.0,40,rfts,hd,0.044065691432399356
37864_sf,0.0,40,rfts,sdf,0.04756995848774283
37864_sf,0.0,40,rfta,chf,0.014458188457017924
37864_sf,0.0,40,rfta,hd,0.037706695235869475
37864_sf,0.0,40,rfta,sdf,0.0016301517217605112
37864_sf,0.0,50,mc,chf,0.010359016328338501
37864_sf,0.0,50,mc,hd,0.02990418224571091
37864_sf,0.0,50,mc,sdf,0.048598716180466614
37864_sf,0.0,50,ndc,chf,0.00457003886609139
37864_sf,0.0,50,ndc,hd,0.013038831258907502
37864_sf,0.0,50,ndc,sdf,0.008105136356871509
37864_sf,0.0,50,rfts,chf,0.018365606589901596
37864_sf,0.0,50,rfts,hd,0.04324470185480857
37864_sf,0.0,50,rfts,sdf,0.028240899848674676
37864_sf,0.0,50,rfta,chf,0.011886099898378176
37864_sf,0.0,50,rfta,hd,0.03189200432116112
37864_sf,0.0,50,rfta,sdf,0.0013870548368366878
37864_sf,0.0,60,mc,chf,0.007933819898930647
37864_sf,0.0,60,mc,hd,0.020298236780440522
37864_sf,0.0,60,mc,sdf,0.03867203433220033
37864_sf,0.0,60,ndc,chf,0.0036043705250854985
37864_sf,0.0,60,ndc,hd,0.013549315408759038
37864_sf,0.0,60,ndc,sdf,0.0039562241444767235
37864_sf,0.0,60,rfts,chf,0.01442691013496033
37864_sf,0.0,60,rfts,hd,0.039161921532830074
37864_sf,0.0,60,rfts,sdf,0.019280991287062812
37864_sf,0.0,60,rfta,chf,0.009814494454264685
37864_sf,0.0,60,rfta,hd,0.027276605778624362
37864_sf,0.0,60,rfta,sdf,0.0012412187324836157
